order_id,month,customer_familiarity,acquisition_channel,units
775,2026-02,new,tiktok_creator,1
776,2026-02,familiar,tiktok_creator,1
777,2026-02,new,tiktok_creator,1
778,2026-02,new,search,1
779,2026-02,new,tiktok_creator,2
780,2026-02,new,tiktok_creator,1
781,2026-02,new,tiktok_creator,1
782,2026-02,new,tiktok_creator,1
783,2026-02,familiar,repeat_purchase,1
784,2026-02,new,tiktok_creator,2
785,2026-02,new,tiktok_creator,1
786,2026-02,familiar,search,1
787,2026-02,familiar,tiktok_creator,2
788,2026-02,new,tiktok_creator,2
789,2026-02,familiar,referral,1
790,2026-02,new,tiktok_creator,1
791,2026-02,new,tiktok_creator,1
792,2026-02,new,tiktok_creator,1
793,2026-02,familiar,referral,1
794,2026-02,familiar,repeat_purchase,1
795,2026-02,new,tiktok_creator,1
796,2026-02,familiar,repeat_purchase,1
797,2026-02,familiar,tiktok_creator,1
798,2026-02,familiar,search,1
799,2026-02,new,repeat_purchase,1
800,2026-02,new,tiktok_creator,1
801,2026-02,new,search,2
802,2026-02,familiar,repeat_purchase,1
803,2026-02,new,tiktok_creator,1
804,2026-02,familiar,referral,3
805,2026-02,new,tiktok_creator,1
806,2026-02,new,tiktok_creator,1
807,2026-02,new,referral,1
808,2026-02,new,search,1
809,2026-02,familiar,repeat_purchase,1
810,2026-02,familiar,referral,2
811,2026-02,familiar,repeat_purchase,1
812,2026-02,new,tiktok_creator,3
813,2026-02,new,tiktok_creator,1
814,2026-02,familiar,repeat_purchase,1
815,2026-02,new,tiktok_creator,1
816,2026-02,new,tiktok_creator,1
817,2026-02,new,tiktok_creator,1
818,2026-02,familiar,referral,2
819,2026-02,familiar,search,1
820,2026-02,new,tiktok_creator,1
821,2026-02,familiar,referral,1
822,2026-02,new,tiktok_creator,1
823,2026-02,familiar,search,1
824,2026-02,new,tiktok_creator,2
825,2026-02,familiar,search,1
826,2026-02,new,tiktok_creator,1
827,2026-02,new,referral,1
828,2026-02,new,tiktok_creator,1
829,2026-02,familiar,search,2
830,2026-02,familiar,tiktok_creator,1
831,2026-02,familiar,search,1
832,2026-02,familiar,repeat_purchase,1
833,2026-02,new,tiktok_creator,2
834,2026-02,new,tiktok_creator,1
835,2026-02,familiar,repeat_purchase,1
836,2026-02,new,referral,2
837,2026-02,new,tiktok_creator,1
838,2026-02,new,tiktok_creator,1
839,2026-02,new,search,1
840,2026-02,new,tiktok_creator,1
841,2026-02,new,tiktok_creator,1
842,2026-02,familiar,repeat_purchase,1
843,2026-02,familiar,repeat_purchase,2
844,2026-02,familiar,referral,1
845,2026-02,familiar,tiktok_creator,3
846,2026-02,new,search,1
847,2026-02,new,tiktok_creator,1
848,2026-02,new,tiktok_creator,1
849,2026-02,new,tiktok_creator,3
850,2026-02,new,tiktok_creator,1
851,2026-02,new,tiktok_creator,1
852,2026-02,familiar,search,1
853,2026-02,new,tiktok_creator,1
854,2026-02,new,tiktok_creator,1
855,2026-02,familiar,search,1
856,2026-02,new,tiktok_creator,1
857,2026-02,familiar,repeat_purchase,1
858,2026-02,new,search,2
859,2026-02,new,tiktok_creator,1
860,2026-02,familiar,tiktok_creator,2
861,2026-02,new,search,1
862,2026-02,new,tiktok_creator,1
863,2026-02,new,tiktok_creator,1
864,2026-02,new,search,2
865,2026-02,familiar,tiktok_creator,1
866,2026-02,familiar,tiktok_creator,1
867,2026-02,familiar,repeat_purchase,1
868,2026-02,familiar,search,2
869,2026-02,new,tiktok_creator,1
870,2026-02,new,tiktok_creator,1
871,2026-02,familiar,repeat_purchase,1
872,2026-02,familiar,search,1
873,2026-02,new,referral,2
874,2026-02,familiar,repeat_purchase,3
875,2026-02,new,referral,1
876,2026-02,new,tiktok_creator,1
877,2026-02,new,tiktok_creator,1
878,2026-02,new,referral,1
879,2026-02,new,tiktok_creator,1
880,2026-02,new,search,1
881,2026-02,familiar,repeat_purchase,1
882,2026-02,familiar,search,2
883,2026-02,familiar,repeat_purchase,1
884,2026-02,familiar,repeat_purchase,1
885,2026-02,familiar,repeat_purchase,1
886,2026-02,familiar,search,1
887,2026-02,new,tiktok_creator,2
888,2026-02,new,tiktok_creator,1
889,2026-02,new,search,2
890,2026-02,new,tiktok_creator,1
891,2026-02,new,tiktok_creator,1
892,2026-02,new,tiktok_creator,1
893,2026-02,new,search,1
894,2026-02,new,search,2
895,2026-02,new,tiktok_creator,1
896,2026-02,familiar,search,1
897,2026-02,new,tiktok_creator,2
898,2026-02,new,referral,3
899,2026-02,familiar,tiktok_creator,2
900,2026-02,new,tiktok_creator,2
901,2026-02,familiar,search,1
902,2026-02,familiar,repeat_purchase,1
903,2026-02,familiar,search,1
904,2026-02,familiar,repeat_purchase,1
905,2026-02,new,tiktok_creator,2
906,2026-02,new,tiktok_creator,3
907,2026-02,new,tiktok_creator,1
908,2026-02,familiar,search,1
909,2026-02,new,search,2
910,2026-02,new,tiktok_creator,2
911,2026-02,new,tiktok_creator,1
912,2026-02,new,tiktok_creator,1
913,2026-02,new,tiktok_creator,1
914,2026-02,new,tiktok_creator,2
915,2026-02,new,search,1
916,2026-02,familiar,tiktok_creator,1
917,2026-02,new,tiktok_creator,1
918,2026-02,familiar,repeat_purchase,1
919,2026-02,familiar,repeat_purchase,2
920,2026-02,familiar,referral,1
921,2026-02,familiar,repeat_purchase,1
922,2026-02,new,tiktok_creator,2
923,2026-02,new,tiktok_creator,2
924,2026-02,familiar,tiktok_creator,2
925,2026-02,familiar,tiktok_creator,2
926,2026-02,new,tiktok_creator,1
927,2026-02,new,tiktok_creator,1
928,2026-02,new,tiktok_creator,1
929,2026-02,new,tiktok_creator,1
930,2026-02,new,referral,1
931,2026-02,familiar,tiktok_creator,1
932,2026-02,familiar,repeat_purchase,1
933,2026-02,familiar,search,1
934,2026-02,familiar,repeat_purchase,1
935,2026-02,new,tiktok_creator,1
936,2026-02,new,tiktok_creator,1
937,2026-02,new,tiktok_creator,1
938,2026-02,familiar,referral,1
939,2026-02,new,tiktok_creator,1
940,2026-02,new,tiktok_creator,2
941,2026-02,new,tiktok_creator,1
942,2026-02,familiar,repeat_purchase,1
943,2026-02,new,tiktok_creator,2
944,2026-02,familiar,search,1
945,2026-02,new,search,1
946,2026-02,familiar,referral,1
947,2026-02,new,tiktok_creator,2
948,2026-02,new,tiktok_creator,1
949,2026-02,new,tiktok_creator,1
950,2026-02,new,search,1
951,2026-02,new,tiktok_creator,2
952,2026-02,new,search,2
953,2026-02,familiar,search,1
954,2026-02,new,tiktok_creator,1
955,2026-02,new,tiktok_creator,1
956,2026-02,new,tiktok_creator,1
957,2026-02,familiar,tiktok_creator,1
958,2026-02,new,tiktok_creator,1
959,2026-02,new,tiktok_creator,1
960,2026-02,new,tiktok_creator,1
961,2026-02,new,tiktok_creator,1
962,2026-02,new,tiktok_creator,1
963,2026-02,new,referral,1
964,2026-02,new,tiktok_creator,3
965,2026-02,new,tiktok_creator,3
966,2026-02,new,repeat_purchase,1
967,2026-02,familiar,search,1
968,2026-02,familiar,tiktok_creator,3
969,2026-02,new,tiktok_creator,3
970,2026-02,new,referral,1
971,2026-02,familiar,tiktok_creator,1
972,2026-02,familiar,search,1
973,2026-02,new,search,1
974,2026-02,familiar,repeat_purchase,1
975,2026-02,new,tiktok_creator,1
976,2026-02,new,tiktok_creator,1
977,2026-02,new,tiktok_creator,1
978,2026-02,new,tiktok_creator,2
979,2026-02,familiar,search,1
980,2026-02,new,tiktok_creator,1
981,2026-02,familiar,search,2
982,2026-02,new,tiktok_creator,1
983,2026-02,new,search,3
984,2026-02,familiar,tiktok_creator,2
985,2026-02,new,referral,1
986,2026-02,new,tiktok_creator,1
987,2026-02,new,referral,2
988,2026-02,familiar,tiktok_creator,1
989,2026-02,new,tiktok_creator,1
990,2026-02,new,tiktok_creator,1
991,2026-02,new,tiktok_creator,1
992,2026-02,familiar,search,2
993,2026-02,familiar,repeat_purchase,1
994,2026-02,familiar,referral,1
995,2026-02,new,tiktok_creator,1
996,2026-02,new,tiktok_creator,1
997,2026-02,new,tiktok_creator,2
998,2026-02,familiar,search,1
999,2026-02,new,tiktok_creator,1
1000,2026-02,new,repeat_purchase,1
1001,2026-02,familiar,search,1
1002,2026-02,familiar,tiktok_creator,2
1003,2026-02,new,tiktok_creator,1
1004,2026-02,familiar,search,2
1005,2026-02,familiar,referral,1
1006,2026-02,familiar,repeat_purchase,1
1007,2026-02,new,tiktok_creator,1
1008,2026-02,familiar,search,1
1009,2026-02,new,tiktok_creator,1
1010,2026-02,familiar,referral,1
1011,2026-02,familiar,tiktok_creator,1
1012,2026-02,new,repeat_purchase,1
1013,2026-02,new,tiktok_creator,1
1014,2026-02,familiar,search,2
1015,2026-02,familiar,search,1
1016,2026-02,familiar,search,1
1017,2026-02,familiar,search,2
1018,2026-02,new,tiktok_creator,2
1019,2026-02,new,tiktok_creator,1
1020,2026-02,new,tiktok_creator,1
1021,2026-02,new,tiktok_creator,1
1022,2026-02,familiar,search,1
1023,2026-02,new,tiktok_creator,1
1024,2026-02,new,tiktok_creator,3
1025,2026-02,familiar,repeat_purchase,2
1026,2026-02,familiar,search,1
1027,2026-02,new,tiktok_creator,1
1028,2026-02,new,tiktok_creator,2
1029,2026-02,familiar,search,1
1030,2026-02,new,tiktok_creator,2
1031,2026-02,familiar,repeat_purchase,2
1032,2026-02,familiar,search,1
1033,2026-02,new,tiktok_creator,1
1034,2026-02,new,repeat_purchase,1
1035,2026-02,familiar,repeat_purchase,1
1036,2026-02,familiar,search,1
1037,2026-02,new,referral,1
1038,2026-02,new,tiktok_creator,1
1039,2026-02,new,tiktok_creator,1
1040,2026-02,familiar,search,1
1041,2026-02,new,tiktok_creator,1
1042,2026-02,new,tiktok_creator,1
1043,2026-02,new,tiktok_creator,1
1044,2026-02,familiar,search,2
1045,2026-02,new,tiktok_creator,1
1046,2026-02,familiar,repeat_purchase,1
1047,2026-02,familiar,search,1
1048,2026-02,new,repeat_purchase,1
1049,2026-02,familiar,referral,1
1050,2026-02,familiar,repeat_purchase,1
1051,2026-02,new,tiktok_creator,1
1052,2026-02,new,tiktok_creator,1
1053,2026-02,new,tiktok_creator,2
1054,2026-02,new,repeat_purchase,3
1055,2026-02,new,tiktok_creator,1
1056,2026-02,familiar,tiktok_creator,1
1057,2026-02,new,tiktok_creator,3
1058,2026-02,familiar,repeat_purchase,3
1059,2026-02,familiar,tiktok_creator,2
1060,2026-02,new,tiktok_creator,1
1061,2026-02,familiar,search,1
1062,2026-02,new,tiktok_creator,1
1063,2026-02,familiar,repeat_purchase,1
1064,2026-02,new,tiktok_creator,1
1065,2026-02,new,tiktok_creator,1
1066,2026-02,new,tiktok_creator,1
1067,2026-02,new,referral,2
1068,2026-02,familiar,repeat_purchase,1
1069,2026-02,familiar,search,1
1070,2026-02,new,tiktok_creator,1
1071,2026-03,new,tiktok_creator,2
1072,2026-03,new,tiktok_creator,1
1073,2026-03,new,tiktok_creator,1
1074,2026-03,new,tiktok_creator,2
1075,2026-03,familiar,referral,1
1076,2026-03,familiar,referral,1
1077,2026-03,familiar,search,1
1078,2026-03,new,tiktok_creator,1
1079,2026-03,new,tiktok_creator,3
1080,2026-03,new,tiktok_creator,1
1081,2026-03,familiar,search,2
1082,2026-03,new,tiktok_creator,1
1083,2026-03,new,search,2
1084,2026-03,new,repeat_purchase,1
1085,2026-03,new,tiktok_creator,1
1086,2026-03,familiar,tiktok_creator,1
1087,2026-03,new,tiktok_creator,1
1088,2026-03,familiar,tiktok_creator,1
1089,2026-03,new,tiktok_creator,1
1090,2026-03,familiar,repeat_purchase,1
1091,2026-03,familiar,search,1
1092,2026-03,familiar,repeat_purchase,2
1093,2026-03,new,tiktok_creator,1
1094,2026-03,new,tiktok_creator,1
1095,2026-03,new,tiktok_creator,1
1096,2026-03,familiar,referral,1
1097,2026-03,new,tiktok_creator,1
1098,2026-03,familiar,search,1
1099,2026-03,new,repeat_purchase,2
1100,2026-03,new,tiktok_creator,1
1101,2026-03,familiar,search,1
1102,2026-03,familiar,repeat_purchase,1
1103,2026-03,new,tiktok_creator,1
1104,2026-03,new,referral,2
1105,2026-03,new,tiktok_creator,1
1106,2026-03,new,tiktok_creator,1
1107,2026-03,new,tiktok_creator,1
1108,2026-03,new,tiktok_creator,2
1109,2026-03,new,search,1
1110,2026-03,familiar,search,1
1111,2026-03,familiar,search,1
1112,2026-03,new,tiktok_creator,1
1113,2026-03,new,referral,1
1114,2026-03,new,tiktok_creator,2
1115,2026-03,new,tiktok_creator,1
1116,2026-03,familiar,repeat_purchase,1
1117,2026-03,familiar,search,1
1118,2026-03,new,tiktok_creator,1
1119,2026-03,new,tiktok_creator,1
1120,2026-03,new,tiktok_creator,1
1121,2026-03,new,tiktok_creator,1
1122,2026-03,new,tiktok_creator,1
1123,2026-03,familiar,referral,1
1124,2026-03,new,referral,1
1125,2026-03,familiar,tiktok_creator,1
1126,2026-03,new,tiktok_creator,2
1127,2026-03,new,repeat_purchase,1
1128,2026-03,familiar,repeat_purchase,1
1129,2026-03,new,tiktok_creator,1
1130,2026-03,familiar,search,1
1131,2026-03,new,tiktok_creator,3
1132,2026-03,new,search,2
1133,2026-03,new,tiktok_creator,1
1134,2026-03,familiar,tiktok_creator,2
1135,2026-03,new,referral,2
1136,2026-03,familiar,search,1
1137,2026-03,new,tiktok_creator,1
1138,2026-03,new,tiktok_creator,1
1139,2026-03,new,tiktok_creator,1
1140,2026-03,familiar,tiktok_creator,2
1141,2026-03,familiar,search,1
1142,2026-03,new,tiktok_creator,1
1143,2026-03,new,referral,2
1144,2026-03,familiar,search,1
1145,2026-03,familiar,search,1
1146,2026-03,new,tiktok_creator,1
1147,2026-03,new,tiktok_creator,1
1148,2026-03,new,tiktok_creator,1
1149,2026-03,familiar,search,1
1150,2026-03,familiar,search,2
1151,2026-03,familiar,search,1
1152,2026-03,new,repeat_purchase,2
1153,2026-03,familiar,repeat_purchase,1
1154,2026-03,familiar,search,2
1155,2026-03,new,tiktok_creator,2
1156,2026-03,familiar,referral,1
1157,2026-03,new,repeat_purchase,1
1158,2026-03,new,tiktok_creator,1
1159,2026-03,new,tiktok_creator,2
1160,2026-03,familiar,repeat_purchase,1
1161,2026-03,new,tiktok_creator,2
1162,2026-03,new,tiktok_creator,1
1163,2026-03,familiar,repeat_purchase,1
1164,2026-03,new,tiktok_creator,1
1165,2026-03,familiar,referral,1
1166,2026-03,familiar,repeat_purchase,2
1167,2026-03,new,search,1
1168,2026-03,new,tiktok_creator,1
1169,2026-03,familiar,search,1
1170,2026-03,familiar,referral,1
1171,2026-03,familiar,repeat_purchase,3
1172,2026-03,familiar,repeat_purchase,2
1173,2026-03,new,tiktok_creator,1
1174,2026-03,familiar,search,2
1175,2026-03,new,tiktok_creator,1
1176,2026-03,new,tiktok_creator,1
1177,2026-03,familiar,search,1
1178,2026-03,new,tiktok_creator,1
1179,2026-03,familiar,repeat_purchase,1
1180,2026-03,new,tiktok_creator,1
1181,2026-03,familiar,search,2
1182,2026-03,new,tiktok_creator,1
1183,2026-03,new,repeat_purchase,1
1184,2026-03,familiar,repeat_purchase,1
1185,2026-03,new,tiktok_creator,1
1186,2026-03,familiar,search,2
1187,2026-03,familiar,search,1
1188,2026-03,new,referral,1
1189,2026-03,familiar,repeat_purchase,2
1190,2026-03,new,search,1
1191,2026-03,familiar,tiktok_creator,1
1192,2026-03,new,tiktok_creator,1
1193,2026-03,familiar,search,1
1194,2026-03,new,search,2
1195,2026-03,new,tiktok_creator,2
1196,2026-03,familiar,search,1
1197,2026-03,familiar,search,2
1198,2026-03,new,search,1
1199,2026-03,new,repeat_purchase,2
1200,2026-03,familiar,repeat_purchase,1
1201,2026-03,new,tiktok_creator,1
1202,2026-03,new,referral,1
1203,2026-03,new,tiktok_creator,1
1204,2026-03,new,tiktok_creator,1
1205,2026-03,new,referral,1
1206,2026-03,familiar,search,1
1207,2026-03,new,repeat_purchase,1
1208,2026-03,new,tiktok_creator,2
1209,2026-03,familiar,search,2
1210,2026-03,familiar,referral,1
1211,2026-03,new,repeat_purchase,1
1212,2026-03,new,tiktok_creator,1
1213,2026-03,familiar,tiktok_creator,2
1214,2026-03,new,tiktok_creator,1
1215,2026-03,familiar,tiktok_creator,1
1216,2026-03,familiar,search,1
1217,2026-03,new,search,1
1218,2026-03,new,tiktok_creator,1
1219,2026-03,new,tiktok_creator,1
1220,2026-03,new,referral,1
1221,2026-03,new,referral,2
1222,2026-03,familiar,search,1
1223,2026-03,new,tiktok_creator,1
1224,2026-03,new,tiktok_creator,1
1225,2026-03,new,tiktok_creator,2
1226,2026-03,familiar,search,1
1227,2026-03,new,tiktok_creator,1
1228,2026-03,new,tiktok_creator,1
1229,2026-03,new,tiktok_creator,1
1230,2026-03,familiar,referral,1
1231,2026-03,new,tiktok_creator,1
1232,2026-03,new,search,1
1233,2026-03,new,tiktok_creator,1
1234,2026-03,new,referral,1
1235,2026-03,new,tiktok_creator,1
1236,2026-03,new,tiktok_creator,1
1237,2026-03,new,tiktok_creator,2
1238,2026-03,familiar,repeat_purchase,2
1239,2026-03,familiar,repeat_purchase,1
1240,2026-03,familiar,repeat_purchase,1
1241,2026-03,familiar,search,2
1242,2026-03,new,search,2
1243,2026-03,familiar,search,1
1244,2026-03,familiar,repeat_purchase,2
1245,2026-03,new,tiktok_creator,1
1246,2026-03,familiar,search,1
1247,2026-03,familiar,search,1
1248,2026-03,new,search,1
1249,2026-03,new,tiktok_creator,1
1250,2026-03,familiar,search,1
1251,2026-03,new,tiktok_creator,1
1252,2026-03,familiar,search,1
1253,2026-03,new,tiktok_creator,2
1254,2026-03,new,repeat_purchase,1
1255,2026-03,new,tiktok_creator,1
1256,2026-03,familiar,search,1
1257,2026-03,familiar,referral,2
1258,2026-03,familiar,referral,2
1259,2026-03,familiar,search,1
1260,2026-03,new,search,3
1261,2026-03,new,search,2
1262,2026-03,new,tiktok_creator,2
1263,2026-03,familiar,tiktok_creator,1
1264,2026-03,familiar,search,1
1265,2026-03,new,tiktok_creator,1
1266,2026-03,familiar,referral,2
1267,2026-03,new,tiktok_creator,1
1268,2026-03,new,tiktok_creator,1
1269,2026-03,new,tiktok_creator,1
1270,2026-03,familiar,repeat_purchase,2
1271,2026-03,new,tiktok_creator,1
1272,2026-03,new,tiktok_creator,1
1273,2026-03,new,tiktok_creator,1
1274,2026-03,familiar,repeat_purchase,1
1275,2026-03,new,tiktok_creator,1
1276,2026-03,new,tiktok_creator,1
1277,2026-03,familiar,referral,1
1278,2026-03,familiar,search,1
1279,2026-03,new,tiktok_creator,1
1280,2026-03,new,search,1
1281,2026-03,familiar,referral,1
1282,2026-03,new,repeat_purchase,1
1283,2026-03,familiar,repeat_purchase,1
1284,2026-03,new,tiktok_creator,1
1285,2026-03,new,tiktok_creator,1
1286,2026-03,new,search,1
1287,2026-03,familiar,tiktok_creator,1
1288,2026-03,new,tiktok_creator,1
1289,2026-03,familiar,search,1
1290,2026-03,new,tiktok_creator,1
1291,2026-03,new,tiktok_creator,1
1292,2026-03,new,repeat_purchase,1
1293,2026-03,new,repeat_purchase,1
1294,2026-03,new,tiktok_creator,2
1295,2026-03,familiar,search,3
1296,2026-03,new,repeat_purchase,2
1297,2026-03,familiar,search,1
1298,2026-03,familiar,search,1
1299,2026-03,familiar,referral,1
1300,2026-03,new,tiktok_creator,1
1301,2026-03,new,search,1
1302,2026-03,new,tiktok_creator,1
1303,2026-03,familiar,repeat_purchase,1
1304,2026-03,familiar,search,1
1305,2026-03,familiar,search,1
1306,2026-03,new,tiktok_creator,1
1307,2026-03,familiar,search,1
1308,2026-03,familiar,search,2
1309,2026-03,new,tiktok_creator,1
1310,2026-03,familiar,tiktok_creator,2
1311,2026-03,new,tiktok_creator,1
1312,2026-03,new,tiktok_creator,1
1313,2026-03,new,tiktok_creator,1
1314,2026-03,new,tiktok_creator,1
1315,2026-03,new,tiktok_creator,1
1316,2026-03,familiar,tiktok_creator,1
1317,2026-03,familiar,search,1
1318,2026-03,familiar,repeat_purchase,1
1319,2026-03,new,tiktok_creator,3
1320,2026-03,familiar,tiktok_creator,1
1321,2026-03,new,tiktok_creator,1
1322,2026-03,new,tiktok_creator,1
1323,2026-03,new,tiktok_creator,1
1324,2026-03,new,repeat_purchase,1
1325,2026-03,new,tiktok_creator,1
1326,2026-03,new,tiktok_creator,1
1327,2026-03,new,tiktok_creator,1
1328,2026-03,new,tiktok_creator,1
1329,2026-03,new,tiktok_creator,1
1330,2026-03,new,repeat_purchase,3
1331,2026-03,familiar,search,1
1332,2026-03,new,tiktok_creator,1
1333,2026-03,new,tiktok_creator,1
1334,2026-03,new,tiktok_creator,1
1335,2026-03,familiar,search,1
1336,2026-03,new,tiktok_creator,1
1337,2026-03,new,tiktok_creator,1
1338,2026-03,new,referral,1
1339,2026-03,new,tiktok_creator,1
1340,2026-03,new,tiktok_creator,1
1341,2026-03,new,tiktok_creator,1
1342,2026-03,familiar,repeat_purchase,2
1343,2026-03,familiar,referral,1
1344,2026-03,familiar,search,1
1345,2026-03,familiar,search,1
1346,2026-03,new,tiktok_creator,2
1347,2026-03,new,search,1
1348,2026-03,familiar,tiktok_creator,2
1349,2026-03,new,tiktok_creator,1
1350,2026-03,new,tiktok_creator,1
1351,2026-03,familiar,referral,1
1352,2026-03,new,search,2
1353,2026-03,new,repeat_purchase,1
1354,2026-03,familiar,repeat_purchase,1
1355,2026-03,new,tiktok_creator,1
1356,2026-03,familiar,search,1
1357,2026-03,familiar,tiktok_creator,1
1358,2026-03,familiar,search,1
1359,2026-03,new,tiktok_creator,1
1360,2026-03,new,tiktok_creator,1
1361,2026-03,new,tiktok_creator,1
1362,2026-03,new,tiktok_creator,2
1363,2026-03,new,tiktok_creator,1
1364,2026-03,new,tiktok_creator,2
1365,2026-03,familiar,tiktok_creator,1
1366,2026-03,new,tiktok_creator,1
1367,2026-03,familiar,repeat_purchase,1
1368,2026-03,familiar,search,1
1369,2026-03,familiar,tiktok_creator,1
1370,2026-03,familiar,repeat_purchase,1
1371,2026-03,new,search,2
1372,2026-03,new,search,1
1373,2026-03,new,referral,1
1374,2026-03,new,repeat_purchase,2
1375,2026-03,familiar,search,3
1376,2026-03,new,tiktok_creator,1
1377,2026-03,familiar,repeat_purchase,1
1378,2026-03,familiar,search,1
1379,2026-03,new,tiktok_creator,1
1380,2026-03,familiar,repeat_purchase,2
1381,2026-03,new,tiktok_creator,1
1382,2026-03,new,tiktok_creator,1
1383,2026-03,new,tiktok_creator,1
1384,2026-03,new,tiktok_creator,1
1385,2026-03,new,tiktok_creator,1
1386,2026-03,new,referral,1
1387,2026-03,new,tiktok_creator,1
1388,2026-03,new,referral,1
1389,2026-03,familiar,search,1
1390,2026-03,new,tiktok_creator,1
1391,2026-03,familiar,repeat_purchase,3
1392,2026-03,new,search,1
1393,2026-03,new,repeat_purchase,1
1394,2026-03,familiar,repeat_purchase,1
1395,2026-03,familiar,search,2
1396,2026-03,familiar,tiktok_creator,1
1397,2026-03,new,tiktok_creator,1
1398,2026-03,familiar,search,2
1399,2026-03,new,tiktok_creator,1
1400,2026-03,familiar,tiktok_creator,1
1401,2026-03,new,search,1
1402,2026-03,new,search,2
1403,2026-03,new,tiktok_creator,1
1404,2026-03,new,tiktok_creator,1
1405,2026-03,new,tiktok_creator,1
1406,2026-03,new,tiktok_creator,1
1407,2026-03,familiar,referral,1
1408,2026-03,new,tiktok_creator,1
1409,2026-03,new,referral,1
1410,2026-03,new,tiktok_creator,1
1411,2026-03,familiar,tiktok_creator,1
1412,2026-03,familiar,tiktok_creator,1
1413,2026-03,new,referral,1
1414,2026-03,familiar,repeat_purchase,2
1415,2026-03,new,tiktok_creator,1
1416,2026-03,new,search,1
1417,2026-03,new,search,1
1418,2026-03,new,tiktok_creator,1
1419,2026-03,familiar,tiktok_creator,1
1420,2026-03,new,repeat_purchase,1
1421,2026-03,familiar,repeat_purchase,1
1422,2026-03,familiar,referral,1
1423,2026-03,new,search,2
1424,2026-03,familiar,repeat_purchase,1
1425,2026-03,familiar,repeat_purchase,1
1426,2026-03,new,tiktok_creator,2
1427,2026-03,new,tiktok_creator,1
1428,2026-03,new,tiktok_creator,1
1429,2026-03,familiar,tiktok_creator,2
1430,2026-03,new,repeat_purchase,1
1431,2026-03,new,tiktok_creator,1
1432,2026-03,new,search,1
1433,2026-03,new,tiktok_creator,1
1434,2026-03,familiar,search,1
1435,2026-03,familiar,search,1
1436,2026-03,new,tiktok_creator,1
1437,2026-03,familiar,referral,1
1438,2026-03,familiar,search,2
1439,2026-03,new,tiktok_creator,2
1440,2026-03,familiar,repeat_purchase,1
1441,2026-03,familiar,search,1
1442,2026-03,new,tiktok_creator,1
1443,2026-03,new,search,2
1444,2026-03,familiar,tiktok_creator,2
1445,2026-03,new,tiktok_creator,2
1446,2026-03,new,tiktok_creator,1
1447,2026-03,new,search,1
1448,2026-03,new,tiktok_creator,1
1449,2026-03,familiar,repeat_purchase,2
1450,2026-03,familiar,search,2
1451,2026-03,new,tiktok_creator,1
1452,2026-03,new,referral,1
1453,2026-03,familiar,search,1
1454,2026-03,familiar,search,1
1455,2026-03,familiar,repeat_purchase,1
1456,2026-03,new,tiktok_creator,1
1457,2026-03,new,tiktok_creator,1
1458,2026-03,new,tiktok_creator,1
1459,2026-03,new,tiktok_creator,1
1460,2026-03,new,referral,1
1461,2026-03,new,tiktok_creator,1
1462,2026-03,new,search,2
1463,2026-03,new,tiktok_creator,1
1464,2026-03,new,tiktok_creator,2
1465,2026-03,new,tiktok_creator,1
1466,2026-03,new,tiktok_creator,2
1467,2026-03,new,search,2
1468,2026-03,familiar,tiktok_creator,1
1469,2026-03,new,tiktok_creator,2
1470,2026-03,new,referral,1
1471,2026-03,new,tiktok_creator,1
1472,2026-03,new,tiktok_creator,2
1473,2026-03,new,tiktok_creator,1
1474,2026-03,new,tiktok_creator,1
1475,2026-03,new,tiktok_creator,1
1476,2026-03,new,tiktok_creator,1
1477,2026-03,new,tiktok_creator,1
1478,2026-03,familiar,repeat_purchase,1
1479,2026-03,new,tiktok_creator,2
1480,2026-03,new,tiktok_creator,1
1481,2026-03,new,tiktok_creator,2
1482,2026-03,familiar,tiktok_creator,1
1483,2026-03,new,tiktok_creator,1
1484,2026-03,new,search,3
1485,2026-03,familiar,referral,1
1486,2026-03,new,tiktok_creator,1
1487,2026-03,new,search,1
1488,2026-03,new,tiktok_creator,3
1489,2026-03,new,tiktok_creator,1
1490,2026-03,familiar,repeat_purchase,1
1491,2026-03,familiar,search,1
1492,2026-03,new,tiktok_creator,1
1493,2026-03,new,tiktok_creator,2
1494,2026-03,familiar,search,1
1495,2026-03,familiar,search,2
1496,2026-03,new,search,1
1497,2026-03,new,tiktok_creator,1
1498,2026-03,familiar,repeat_purchase,1
1499,2026-03,new,tiktok_creator,1
1500,2026-03,new,search,2
1501,2026-03,new,tiktok_creator,1
1502,2026-03,new,tiktok_creator,1
1503,2026-03,new,tiktok_creator,2
1504,2026-03,new,tiktok_creator,1
1505,2026-03,familiar,tiktok_creator,1
1506,2026-03,new,tiktok_creator,1
1507,2026-03,familiar,search,1
1508,2026-03,new,search,2
1509,2026-03,familiar,search,1
1510,2026-03,familiar,search,1
1511,2026-03,familiar,search,1
1512,2026-03,new,tiktok_creator,1
1513,2026-03,familiar,repeat_purchase,1
1514,2026-03,new,tiktok_creator,1
1515,2026-03,familiar,search,1
1516,2026-03,new,repeat_purchase,1
1517,2026-03,familiar,search,1
1518,2026-03,familiar,tiktok_creator,1
1519,2026-03,new,search,2
1520,2026-03,familiar,tiktok_creator,1
1521,2026-03,familiar,search,1
1522,2026-03,familiar,tiktok_creator,1
1523,2026-03,familiar,tiktok_creator,1
1524,2026-03,new,tiktok_creator,2
1525,2026-03,new,tiktok_creator,2
